Train Metrics
Epoch 0, 25% 	 Loss : 1.0467e+02 	 Res : 1.0837e+01 	 MSE : 6.1127e+01
Validation Epoch 244 : 	 Train : 6.04962e-01 	 Res : 1.39418e-03 	 MSE : 1.82177e-01
Training Epoch 244 finished, took current epoch 52.02s, cumulative time 12870.57s
Epoch 245, 25% 	 Loss : 6.1482e-01 	 Res : 1.0963e-03 	 MSE : 2.7655e-01
Epoch 245, 50% 	 Loss : 6.0519e-01 	 Res : 1.0966e-03 	 MSE : 2.0790e-01
Epoch 245, 75% 	 Loss : 6.2617e-01 	 Res : 1.3162e-03 	 MSE : 2.3012e-01
Training Epoch 245 : 	 Train : 6.17343e-01 	 Res : 1.33379e-03 	 MSE : 2.39029e-01
Validation Epoch 245 : 	 Train : 6.04606e-01 	 Res : 1.50864e-03 	 MSE : 3.22845e-01
Training Epoch 245 finished, took current epoch 51.16s, cumulative time 12921.63s
Epoch 246, 25% 	 Loss : 6.2294e-01 	 Res : 2.3521e-03 	 MSE : 4.1791e-01
Epoch 246, 50% 	 Loss : 6.2811e-01 	 Res : 1.7018e-03 	 MSE : 3.1259e-01
Epoch 246, 75% 	 Loss : 6.1804e-01 	 Res : 1.5764e-03 	 MSE : 3.4188e-01
Training Epoch 246 : 	 Train : 6.22750e-01 	 Res : 1.95874e-03 	 MSE : 3.50277e-01
Validation Epoch 246 : 	 Train : 6.10136e-01 	 Res : 1.01504e-03 	 MSE : 8.64790e-02
Training Epoch 246 finished, took current epoch 52.25s, cumulative time 12973.78s
Epoch 247, 25% 	 Loss : 6.2024e-01 	 Res : 1.6520e-03 	 MSE : 2.5939e-01
Epoch 247, 50% 	 Loss : 6.0987e-01 	 Res : 1.3424e-03 	 MSE : 1.6328e-01
Epoch 247, 75% 	 Loss : 6.2403e-01 	 Res : 1.6976e-03 	 MSE : 2.3833e-01
Training Epoch 247 : 	 Train : 6.19420e-01 	 Res : 1.50093e-03 	 MSE : 2.31688e-01
Validation Epoch 247 : 	 Train : 6.07482e-01 	 Res : 1.73009e-03 	 MSE : 5.66348e-01
Training Epoch 247 finished, took current epoch 51.24s, cumulative time 13024.91s
Epoch 248, 25% 	 Loss : 5.9565e-01 	 Res : 1.2284e-03 	 MSE : 2.3551e-01
Epoch 248, 50% 	 Loss : 6.1320e-01 	 Res : 1.0098e-03 	 MSE : 2.3781e-01
Epoch 248, 75% 	 Loss : 6.1950e-01 	 Res : 1.0250e-03 	 MSE : 2.4563e-01
Training Epoch 248 : 	 Train : 6.12067e-01 	 Res : 1.14564e-03 	 MSE : 2.45305e-01
Validation Epoch 248 : 	 Train : 6.06495e-01 	 Res : 1.46638e-03 	 MSE : 3.63024e-01
Training Epoch 248 finished, took current epoch 52.16s, cumulative time 13076.97s
Epoch 249, 25% 	 Loss : 6.1531e-01 	 Res : 1.1336e-03 	 MSE : 2.6408e-01
Epoch 249, 50% 	 Loss : 6.1104e-01 	 Res : 1.0587e-03 	 MSE : 2.6441e-01
Epoch 249, 75% 	 Loss : 6.0608e-01 	 Res : 1.0502e-03 	 MSE : 2.2391e-01
Training Epoch 249 : 	 Train : 6.12231e-01 	 Res : 1.10565e-03 	 MSE : 2.44647e-01
Validation Epoch 249 : 	 Train : 6.09390e-01 	 Res : 2.10562e-03 	 MSE : 3.87562e-01
Training Epoch 249 finished, took current epoch 51.92s, cumulative time 13128.69s
Epoch 250, 25% 	 Loss : 5.9738e-01 	 Res : 1.2600e-03 	 MSE : 2.4483e-01
Epoch 250, 50% 	 Loss : 6.2279e-01 	 Res : 1.5278e-03 	 MSE : 3.1968e-01
Epoch 250, 75% 	 Loss : 6.3276e-01 	 Res : 1.3952e-03 	 MSE : 2.6058e-01
Training Epoch 250 : 	 Train : 6.15105e-01 	 Res : 1.33682e-03 	 MSE : 2.70074e-01
Validation Epoch 250 : 	 Train : 6.01585e-01 	 Res : 9.80844e-04 	 MSE : 2.48147e-01
Training Epoch 250 finished, took current epoch 52.94s, cumulative time 13181.53s
Epoch 251, 25% 	 Loss : 6.0608e-01 	 Res : 1.0752e-03 	 MSE : 2.3352e-01
Epoch 251, 50% 	 Loss : 6.0672e-01 	 Res : 1.0356e-03 	 MSE : 2.4097e-01
Epoch 251, 75% 	 Loss : 6.0945e-01 	 Res : 9.9685e-04 	 MSE : 2.4359e-01
Training Epoch 251 : 	 Train : 6.12093e-01 	 Res : 1.10292e-03 	 MSE : 2.53168e-01
Validation Epoch 251 : 	 Train : 6.07757e-01 	 Res : 1.83527e-03 	 MSE : 3.70685e-01
Training Epoch 251 finished, took current epoch 51.61s, cumulative time 13233.04s
Epoch 252, 25% 	 Loss : 6.1357e-01 	 Res : 1.1709e-03 	 MSE : 2.6930e-01
Epoch 252, 50% 	 Loss : 6.0729e-01 	 Res : 1.0779e-03 	 MSE : 2.3974e-01
Epoch 252, 75% 	 Loss : 6.2491e-01 	 Res : 1.0752e-03 	 MSE : 2.4342e-01
Training Epoch 252 : 	 Train : 6.14628e-01 	 Res : 1.14645e-03 	 MSE : 2.59983e-01
Validation Epoch 252 : 	 Train : 6.08287e-01 	 Res : 1.89716e-03 	 MSE : 3.33813e-01
Training Epoch 252 finished, took current epoch 50.78s, cumulative time 13283.68s
Epoch 253, 25% 	 Loss : 6.1080e-01 	 Res : 1.1479e-03 	 MSE : 2.7454e-01
Epoch 253, 50% 	 Loss : 6.2289e-01 	 Res : 1.0129e-03 	 MSE : 2.4610e-01
Epoch 253, 75% 	 Loss : 6.1155e-01 	 Res : 9.3831e-04 	 MSE : 2.2081e-01
Training Epoch 253 : 	 Train : 6.10987e-01 	 Res : 1.02608e-03 	 MSE : 2.42460e-01
Validation Epoch 253 : 	 Train : 6.00271e-01 	 Res : 8.27873e-04 	 MSE : 9.23773e-02
Training Epoch 253 finished, took current epoch 53.82s, cumulative time 13336.29s
Epoch 254, 25% 	 Loss : 6.0541e-01 	 Res : 1.0495e-03 	 MSE : 2.3296e-01
Epoch 254, 50% 	 Loss : 6.1519e-01 	 Res : 1.3749e-03 	 MSE : 2.7882e-01
Epoch 254, 75% 	 Loss : 6.1896e-01 	 Res : 9.8823e-04 	 MSE : 2.3620e-01
Training Epoch 254 : 	 Train : 6.12052e-01 	 Res : 1.10314e-03 	 MSE : 2.49090e-01
Validation Epoch 254 : 	 Train : 6.08282e-01 	 Res : 1.90533e-03 	 MSE : 3.45206e-01
Training Epoch 254 finished, took current epoch 52.71s, cumulative time 13388.87s
Epoch 255, 25% 	 Loss : 6.1161e-01 	 Res : 1.1106e-03 	 MSE : 2.5786e-01
Epoch 255, 50% 	 Loss : 6.0399e-01 	 Res : 1.0201e-03 	 MSE : 2.4884e-01
Epoch 255, 75% 	 Loss : 6.1780e-01 	 Res : 9.9612e-04 	 MSE : 2.2063e-01
Training Epoch 255 : 	 Train : 6.11881e-01 	 Res : 1.05576e-03 	 MSE : 2.35738e-01
Validation Epoch 255 : 	 Train : 6.01100e-01 	 Res : 9.63740e-04 	 MSE : 4.88104e-02
Training Epoch 255 finished, took current epoch 53.48s, cumulative time 13442.25s
Epoch 256, 25% 	 Loss : 6.4173e-01 	 Res : 3.3572e-03 	 MSE : 4.0418e-01
Epoch 256, 50% 	 Loss : 6.0100e-01 	 Res : 1.6683e-03 	 MSE : 2.4431e-01
Epoch 256, 75% 	 Loss : 6.3008e-01 	 Res : 1.4313e-03 	 MSE : 2.2923e-01
Training Epoch 256 : 	 Train : 6.20166e-01 	 Res : 1.89192e-03 	 MSE : 2.75227e-01
Validation Epoch 256 : 	 Train : 6.02414e-01 	 Res : 1.03373e-03 	 MSE : 1.29773e-01
Training Epoch 256 finished, took current epoch 53.51s, cumulative time 13495.66s
Epoch 257, 25% 	 Loss : 6.1694e-01 	 Res : 1.2363e-03 	 MSE : 1.9032e-01
Epoch 257, 50% 	 Loss : 6.1691e-01 	 Res : 1.3419e-03 	 MSE : 2.3311e-01
Epoch 257, 75% 	 Loss : 6.0366e-01 	 Res : 1.2936e-03 	 MSE : 2.0031e-01
Training Epoch 257 : 	 Train : 6.15574e-01 	 Res : 1.33172e-03 	 MSE : 2.11532e-01
Validation Epoch 257 : 	 Train : 6.07850e-01 	 Res : 1.87605e-03 	 MSE : 1.22725e-01
Training Epoch 257 finished, took current epoch 52.73s, cumulative time 13548.27s
Epoch 258, 25% 	 Loss : 6.2778e-01 	 Res : 1.5263e-03 	 MSE : 1.5023e-01
Epoch 258, 50% 	 Loss : 6.1897e-01 	 Res : 1.6263e-03 	 MSE : 2.9169e-01
Epoch 258, 75% 	 Loss : 6.1685e-01 	 Res : 2.1450e-03 	 MSE : 2.2106e-01
Training Epoch 258 : 	 Train : 6.20072e-01 	 Res : 1.64124e-03 	 MSE : 2.11841e-01
Validation Epoch 258 : 	 Train : 6.07899e-01 	 Res : 1.07820e-03 	 MSE : 1.57396e-01
Training Epoch 258 finished, took current epoch 51.69s, cumulative time 13599.85s
Epoch 259, 25% 	 Loss : 6.1694e-01 	 Res : 1.1646e-03 	 MSE : 2.1031e-01
Epoch 259, 50% 	 Loss : 6.0766e-01 	 Res : 1.1792e-03 	 MSE : 2.5475e-01
Epoch 259, 75% 	 Loss : 6.1114e-01 	 Res : 1.0671e-03 	 MSE : 2.6109e-01
Training Epoch 259 : 	 Train : 6.13205e-01 	 Res : 1.11088e-03 	 MSE : 2.46094e-01
Validation Epoch 259 : 	 Train : 6.02579e-01 	 Res : 9.15820e-04 	 MSE : 1.28706e-01
Training Epoch 259 finished, took current epoch 52.85s, cumulative time 13652.60s
Epoch 260, 25% 	 Loss : 6.0697e-01 	 Res : 9.9925e-04 	 MSE : 2.4239e-01
Epoch 260, 50% 	 Loss : 6.1465e-01 	 Res : 1.1111e-03 	 MSE : 2.3323e-01
Epoch 260, 75% 	 Loss : 6.0551e-01 	 Res : 1.0393e-03 	 MSE : 2.5135e-01
Training Epoch 260 : 	 Train : 6.12902e-01 	 Res : 1.17905e-03 	 MSE : 2.49962e-01
Validation Epoch 260 : 	 Train : 5.99583e-01 	 Res : 9.61668e-04 	 MSE : 2.77117e-01
Training Epoch 260 finished, took current epoch 52.78s, cumulative time 13705.24s
Epoch 261, 25% 	 Loss : 6.0150e-01 	 Res : 1.0463e-03 	 MSE : 2.3153e-01
Epoch 261, 50% 	 Loss : 6.1180e-01 	 Res : 9.9952e-04 	 MSE : 2.4964e-01
Epoch 261, 75% 	 Loss : 6.2502e-01 	 Res : 1.0189e-03 	 MSE : 2.4110e-01
Training Epoch 261 : 	 Train : 6.11955e-01 	 Res : 1.06399e-03 	 MSE : 2.37235e-01
Validation Epoch 261 : 	 Train : 6.04777e-01 	 Res : 1.44607e-03 	 MSE : 3.11890e-01
Training Epoch 261 finished, took current epoch 51.44s, cumulative time 13756.58s
Epoch 262, 25% 	 Loss : 6.1430e-01 	 Res : 1.4434e-03 	 MSE : 2.7802e-01
Epoch 262, 50% 	 Loss : 6.3047e-01 	 Res : 2.2106e-03 	 MSE : 1.8875e-01
Epoch 262, 75% 	 Loss : 6.0528e-01 	 Res : 1.6116e-03 	 MSE : 2.0383e-01
Training Epoch 262 : 	 Train : 6.17284e-01 	 Res : 1.63910e-03 	 MSE : 2.32390e-01
Validation Epoch 262 : 	 Train : 5.98155e-01 	 Res : 5.27770e-04 	 MSE : 2.43542e-02
Training Epoch 262 finished, took current epoch 51.00s, cumulative time 13807.38s
MODEL SAVED
Epoch 263, 25% 	 Loss : 6.1993e-01 	 Res : 1.4896e-03 	 MSE : 2.1872e-01
Epoch 263, 50% 	 Loss : 6.1569e-01 	 Res : 1.2080e-03 	 MSE : 2.4834e-01
Epoch 263, 75% 	 Loss : 5.9710e-01 	 Res : 1.0171e-03 	 MSE : 2.3841e-01
Training Epoch 263 : 	 Train : 6.13547e-01 	 Res : 1.19269e-03 	 MSE : 2.32367e-01
Validation Epoch 263 : 	 Train : 6.06195e-01 	 Res : 1.23975e-03 	 MSE : 2.22740e-01
Training Epoch 263 finished, took current epoch 50.92s, cumulative time 13858.20s
Epoch 264, 25% 	 Loss : 6.0321e-01 	 Res : 1.0810e-03 	 MSE : 2.3914e-01
Epoch 264, 50% 	 Loss : 6.1219e-01 	 Res : 1.1551e-03 	 MSE : 2.6184e-01
Epoch 264, 75% 	 Loss : 6.1572e-01 	 Res : 1.0055e-03 	 MSE : 2.1416e-01
Training Epoch 264 : 	 Train : 6.12140e-01 	 Res : 1.05041e-03 	 MSE : 2.34546e-01
Validation Epoch 264 : 	 Train : 5.97580e-01 	 Res : 8.56651e-04 	 MSE : 2.59089e-01
Training Epoch 264 finished, took current epoch 51.61s, cumulative time 13909.71s
Epoch 265, 25% 	 Loss : 6.1794e-01 	 Res : 1.0053e-03 	 MSE : 2.3915e-01
Epoch 265, 50% 	 Loss : 6.2423e-01 	 Res : 1.3403e-03 	 MSE : 2.0598e-01
Epoch 265, 75% 	 Loss : 6.1690e-01 	 Res : 1.1487e-03 	 MSE : 2.4136e-01
Training Epoch 265 : 	 Train : 6.12947e-01 	 Res : 1.13586e-03 	 MSE : 2.25699e-01
Validation Epoch 265 : 	 Train : 5.97010e-01 	 Res : 6.45814e-04 	 MSE : 6.73241e-02
Training Epoch 265 finished, took current epoch 52.49s, cumulative time 13962.10s
Epoch 266, 25% 	 Loss : 6.1229e-01 	 Res : 1.4143e-03 	 MSE : 2.0096e-01
Epoch 266, 50% 	 Loss : 6.2605e-01 	 Res : 1.2411e-03 	 MSE : 2.7569e-01
Epoch 266, 75% 	 Loss : 6.1803e-01 	 Res : 1.3560e-03 	 MSE : 2.4887e-01
Training Epoch 266 : 	 Train : 6.14359e-01 	 Res : 1.30521e-03 	 MSE : 2.28087e-01
Validation Epoch 266 : 	 Train : 6.00200e-01 	 Res : 9.66044e-04 	 MSE : 6.54988e-02
Training Epoch 266 finished, took current epoch 53.02s, cumulative time 14015.02s
Epoch 267, 25% 	 Loss : 5.9554e-01 	 Res : 1.2121e-03 	 MSE : 2.1488e-01
Epoch 267, 50% 	 Loss : 6.0271e-01 	 Res : 1.3012e-03 	 MSE : 2.4003e-01
Epoch 267, 75% 	 Loss : 6.1210e-01 	 Res : 1.0949e-03 	 MSE : 2.3242e-01
Training Epoch 267 : 	 Train : 6.13175e-01 	 Res : 1.22413e-03 	 MSE : 2.53869e-01
Validation Epoch 267 : 	 Train : 6.00060e-01 	 Res : 1.05796e-03 	 MSE : 1.23690e-01
Training Epoch 267 finished, took current epoch 52.72s, cumulative time 14067.63s
Epoch 268, 25% 	 Loss : 6.0146e-01 	 Res : 1.1727e-03 	 MSE : 1.8769e-01
Epoch 268, 50% 	 Loss : 6.0964e-01 	 Res : 1.2256e-03 	 MSE : 2.0565e-01
Epoch 268, 75% 	 Loss : 6.2681e-01 	 Res : 1.0041e-03 	 MSE : 2.2139e-01
Training Epoch 268 : 	 Train : 6.11409e-01 	 Res : 1.09889e-03 	 MSE : 2.12654e-01
Validation Epoch 268 : 	 Train : 6.01410e-01 	 Res : 1.33934e-03 	 MSE : 3.24402e-01
Training Epoch 268 finished, took current epoch 52.61s, cumulative time 14120.14s
Epoch 269, 25% 	 Loss : 5.9806e-01 	 Res : 1.1513e-03 	 MSE : 2.0019e-01
Epoch 269, 50% 	 Loss : 6.1942e-01 	 Res : 1.1344e-03 	 MSE : 2.4525e-01
Epoch 269, 75% 	 Loss : 6.1550e-01 	 Res : 1.1538e-03 	 MSE : 2.7266e-01
Training Epoch 269 : 	 Train : 6.15302e-01 	 Res : 1.23035e-03 	 MSE : 2.48193e-01
Validation Epoch 269 : 	 Train : 6.00230e-01 	 Res : 6.65469e-04 	 MSE : 1.02838e-01
Training Epoch 269 finished, took current epoch 53.92s, cumulative time 14173.96s
Epoch 270, 25% 	 Loss : 6.1875e-01 	 Res : 1.3712e-03 	 MSE : 2.1614e-01
Epoch 270, 50% 	 Loss : 6.3072e-01 	 Res : 1.4757e-03 	 MSE : 2.7791e-01
Epoch 270, 75% 	 Loss : 6.0023e-01 	 Res : 1.4978e-03 	 MSE : 1.8335e-01
Training Epoch 270 : 	 Train : 6.16398e-01 	 Res : 1.47816e-03 	 MSE : 2.18605e-01
Validation Epoch 270 : 	 Train : 5.96453e-01 	 Res : 2.79967e-04 	 MSE : 3.34219e-02
Training Epoch 270 finished, took current epoch 53.30s, cumulative time 14227.06s
MODEL SAVED
Epoch 271, 25% 	 Loss : 6.2176e-01 	 Res : 1.9977e-03 	 MSE : 3.2891e-01
Epoch 271, 50% 	 Loss : 6.0626e-01 	 Res : 1.2861e-03 	 MSE : 2.8092e-01
Epoch 271, 75% 	 Loss : 6.1136e-01 	 Res : 9.6665e-04 	 MSE : 2.2193e-01
Training Epoch 271 : 	 Train : 6.15022e-01 	 Res : 1.32905e-03 	 MSE : 2.69796e-01
Validation Epoch 271 : 	 Train : 6.00588e-01 	 Res : 1.10573e-03 	 MSE : 3.61709e-01
Training Epoch 271 finished, took current epoch 51.14s, cumulative time 14278.10s
Epoch 272, 25% 	 Loss : 5.9764e-01 	 Res : 1.1702e-03 	 MSE : 1.8666e-01
Epoch 272, 50% 	 Loss : 6.2324e-01 	 Res : 1.3425e-03 	 MSE : 2.0545e-01
Epoch 272, 75% 	 Loss : 6.1356e-01 	 Res : 1.0142e-03 	 MSE : 2.4976e-01
Training Epoch 272 : 	 Train : 6.13218e-01 	 Res : 1.16230e-03 	 MSE : 2.22176e-01
Validation Epoch 272 : 	 Train : 5.98915e-01 	 Res : 9.55038e-04 	 MSE : 9.00485e-02
Training Epoch 272 finished, took current epoch 51.73s, cumulative time 14329.73s
Epoch 273, 25% 	 Loss : 6.0479e-01 	 Res : 1.0104e-03 	 MSE : 2.3057e-01
Epoch 273, 50% 	 Loss : 6.3489e-01 	 Res : 9.2058e-04 	 MSE : 1.8447e-01
Epoch 273, 75% 	 Loss : 6.3271e-01 	 Res : 1.3773e-03 	 MSE : 2.2866e-01
Training Epoch 273 : 	 Train : 6.15554e-01 	 Res : 1.07280e-03 	 MSE : 2.17038e-01
Validation Epoch 273 : 	 Train : 5.98832e-01 	 Res : 9.30644e-04 	 MSE : 1.46296e-01
Training Epoch 273 finished, took current epoch 52.43s, cumulative time 14382.06s
Epoch 274, 25% 	 Loss : 6.1425e-01 	 Res : 9.7851e-04 	 MSE : 2.5401e-01
Epoch 274, 50% 	 Loss : 6.2965e-01 	 Res : 9.6783e-04 	 MSE : 2.2536e-01
Epoch 274, 75% 	 Loss : 6.0652e-01 	 Res : 9.3731e-04 	 MSE : 2.3666e-01
Training Epoch 274 : 	 Train : 6.10208e-01 	 Res : 9.74899e-04 	 MSE : 2.36743e-01
Validation Epoch 274 : 	 Train : 5.97742e-01 	 Res : 7.63642e-04 	 MSE : 9.04490e-02
Training Epoch 274 finished, took current epoch 51.34s, cumulative time 14433.30s
Epoch 275, 25% 	 Loss : 6.0397e-01 	 Res : 9.0274e-04 	 MSE : 2.1311e-01
Epoch 275, 50% 	 Loss : 6.1486e-01 	 Res : 9.7861e-04 	 MSE : 2.1183e-01
Epoch 275, 75% 	 Loss : 5.9905e-01 	 Res : 9.4054e-04 	 MSE : 2.2080e-01
Training Epoch 275 : 	 Train : 6.10387e-01 	 Res : 9.43618e-04 	 MSE : 2.21014e-01
Validation Epoch 275 : 	 Train : 6.02193e-01 	 Res : 9.39641e-04 	 MSE : 1.20129e-01
Training Epoch 275 finished, took current epoch 52.62s, cumulative time 14485.81s
Epoch 276, 25% 	 Loss : 6.1526e-01 	 Res : 9.5390e-04 	 MSE : 2.2874e-01
Epoch 276, 50% 	 Loss : 6.1457e-01 	 Res : 9.7217e-04 	 MSE : 2.1843e-01
Epoch 276, 75% 	 Loss : 6.0777e-01 	 Res : 9.0845e-04 	 MSE : 2.1937e-01
Training Epoch 276 : 	 Train : 6.10460e-01 	 Res : 9.63375e-04 	 MSE : 2.33611e-01
Validation Epoch 276 : 	 Train : 5.96880e-01 	 Res : 5.81267e-04 	 MSE : 7.70176e-02
Training Epoch 276 finished, took current epoch 52.48s, cumulative time 14538.18s
Epoch 277, 25% 	 Loss : 6.2582e-01 	 Res : 1.3923e-03 	 MSE : 3.1647e-01
Epoch 277, 50% 	 Loss : 6.0408e-01 	 Res : 1.4320e-03 	 MSE : 2.3026e-01
Epoch 277, 75% 	 Loss : 6.2592e-01 	 Res : 1.4000e-03 	 MSE : 3.0753e-01
Training Epoch 277 : 	 Train : 6.18460e-01 	 Res : 1.42083e-03 	 MSE : 2.57311e-01
Validation Epoch 277 : 	 Train : 6.02617e-01 	 Res : 1.03512e-03 	 MSE : 2.23719e-01
Training Epoch 277 finished, took current epoch 51.01s, cumulative time 14589.09s
Epoch 278, 25% 	 Loss : 6.0403e-01 	 Res : 1.3130e-03 	 MSE : 2.5199e-01
Epoch 278, 50% 	 Loss : 6.3041e-01 	 Res : 1.3625e-03 	 MSE : 1.9685e-01
Epoch 278, 75% 	 Loss : 6.1829e-01 	 Res : 1.0661e-03 	 MSE : 2.2386e-01
Training Epoch 278 : 	 Train : 6.12591e-01 	 Res : 1.22537e-03 	 MSE : 2.40125e-01
Validation Epoch 278 : 	 Train : 6.03907e-01 	 Res : 1.50846e-03 	 MSE : 3.31996e-01
Training Epoch 278 finished, took current epoch 51.61s, cumulative time 14640.60s
Epoch 279, 25% 	 Loss : 6.0512e-01 	 Res : 9.9321e-04 	 MSE : 2.1583e-01
Epoch 279, 50% 	 Loss : 6.0965e-01 	 Res : 9.0500e-04 	 MSE : 2.1916e-01
Epoch 279, 75% 	 Loss : 6.1710e-01 	 Res : 9.6189e-04 	 MSE : 2.3382e-01
Training Epoch 279 : 	 Train : 6.10104e-01 	 Res : 9.38864e-04 	 MSE : 2.21029e-01
Validation Epoch 279 : 	 Train : 5.96168e-01 	 Res : 6.71790e-04 	 MSE : 8.45023e-02
Training Epoch 279 finished, took current epoch 52.45s, cumulative time 14692.95s
Epoch 280, 25% 	 Loss : 6.0926e-01 	 Res : 8.5103e-04 	 MSE : 2.0730e-01
Epoch 280, 50% 	 Loss : 6.1270e-01 	 Res : 1.2657e-03 	 MSE : 1.4234e-01
Epoch 280, 75% 	 Loss : 6.1908e-01 	 Res : 1.4989e-03 	 MSE : 2.4297e-01
Training Epoch 280 : 	 Train : 6.12465e-01 	 Res : 1.20993e-03 	 MSE : 2.00950e-01
Validation Epoch 280 : 	 Train : 5.99873e-01 	 Res : 7.12400e-04 	 MSE : 6.00091e-02
Training Epoch 280 finished, took current epoch 52.41s, cumulative time 14745.26s
Epoch 281, 25% 	 Loss : 6.3179e-01 	 Res : 1.3174e-03 	 MSE : 1.9296e-01
Epoch 281, 50% 	 Loss : 6.0341e-01 	 Res : 1.1475e-03 	 MSE : 2.3440e-01
Epoch 281, 75% 	 Loss : 6.1421e-01 	 Res : 9.3078e-04 	 MSE : 2.1462e-01
Training Epoch 281 : 	 Train : 6.12572e-01 	 Res : 1.10478e-03 	 MSE : 2.24872e-01
Validation Epoch 281 : 	 Train : 5.99534e-01 	 Res : 1.10964e-03 	 MSE : 3.43547e-01
Training Epoch 281 finished, took current epoch 52.07s, cumulative time 14797.22s
Epoch 282, 25% 	 Loss : 6.2215e-01 	 Res : 1.0861e-03 	 MSE : 2.7803e-01
Epoch 282, 50% 	 Loss : 6.0920e-01 	 Res : 8.8245e-04 	 MSE : 1.8590e-01
Epoch 282, 75% 	 Loss : 6.0821e-01 	 Res : 1.0053e-03 	 MSE : 2.0061e-01
Training Epoch 282 : 	 Train : 6.10842e-01 	 Res : 9.77148e-04 	 MSE : 2.18122e-01
Validation Epoch 282 : 	 Train : 6.06382e-01 	 Res : 1.81736e-03 	 MSE : 3.14119e-01
Training Epoch 282 finished, took current epoch 53.20s, cumulative time 14850.32s
Epoch 283, 25% 	 Loss : 6.0637e-01 	 Res : 1.4431e-03 	 MSE : 1.4186e-01
Epoch 283, 50% 	 Loss : 6.0756e-01 	 Res : 1.1502e-03 	 MSE : 1.9989e-01
Epoch 283, 75% 	 Loss : 6.2671e-01 	 Res : 1.1684e-03 	 MSE : 1.4552e-01
Training Epoch 283 : 	 Train : 6.14258e-01 	 Res : 1.28129e-03 	 MSE : 1.60930e-01
Validation Epoch 283 : 	 Train : 6.04113e-01 	 Res : 1.22556e-03 	 MSE : 1.61256e-01
Training Epoch 283 finished, took current epoch 53.85s, cumulative time 14904.07s
Epoch 284, 25% 	 Loss : 6.2764e-01 	 Res : 2.0828e-03 	 MSE : 4.1602e-01
Epoch 284, 50% 	 Loss : 6.2132e-01 	 Res : 2.5955e-03 	 MSE : 2.2138e-01
Epoch 284, 75% 	 Loss : 6.2455e-01 	 Res : 1.0990e-03 	 MSE : 2.4460e-01
Training Epoch 284 : 	 Train : 6.18599e-01 	 Res : 1.68814e-03 	 MSE : 2.64214e-01
Validation Epoch 284 : 	 Train : 6.00492e-01 	 Res : 1.15563e-03 	 MSE : 2.20213e-01
Training Epoch 284 finished, took current epoch 53.30s, cumulative time 14957.26s
Epoch 285, 25% 	 Loss : 6.2058e-01 	 Res : 1.1868e-03 	 MSE : 2.9100e-01
Epoch 285, 50% 	 Loss : 6.0031e-01 	 Res : 1.3016e-03 	 MSE : 2.8880e-01
Epoch 285, 75% 	 Loss : 6.1457e-01 	 Res : 7.1944e-04 	 MSE : 9.1449e-02
Training Epoch 285 : 	 Train : 6.13104e-01 	 Res : 1.09700e-03 	 MSE : 2.00738e-01
Validation Epoch 285 : 	 Train : 6.03826e-01 	 Res : 1.46192e-03 	 MSE : 2.90094e-01
Training Epoch 285 finished, took current epoch 53.47s, cumulative time 15010.63s
Epoch 286, 25% 	 Loss : 6.0775e-01 	 Res : 1.2809e-03 	 MSE : 2.3552e-01
Epoch 286, 50% 	 Loss : 6.2366e-01 	 Res : 1.4964e-03 	 MSE : 3.1602e-01
Epoch 286, 75% 	 Loss : 6.2317e-01 	 Res : 1.2155e-03 	 MSE : 2.3207e-01
Training Epoch 286 : 	 Train : 6.14159e-01 	 Res : 1.25487e-03 	 MSE : 2.54706e-01
Validation Epoch 286 : 	 Train : 5.97551e-01 	 Res : 8.13273e-04 	 MSE : 1.11021e-01
Training Epoch 286 finished, took current epoch 51.05s, cumulative time 15061.58s
Epoch 287, 25% 	 Loss : 6.1090e-01 	 Res : 9.9361e-04 	 MSE : 2.2889e-01
Epoch 287, 50% 	 Loss : 6.0637e-01 	 Res : 1.2363e-03 	 MSE : 2.0510e-01
Epoch 287, 75% 	 Loss : 6.1495e-01 	 Res : 1.1214e-03 	 MSE : 2.1923e-01
Training Epoch 287 : 	 Train : 6.12348e-01 	 Res : 1.13386e-03 	 MSE : 2.24276e-01
Validation Epoch 287 : 	 Train : 5.97763e-01 	 Res : 7.74773e-04 	 MSE : 1.57871e-01
Training Epoch 287 finished, took current epoch 50.99s, cumulative time 15112.45s
Epoch 288, 25% 	 Loss : 5.9618e-01 	 Res : 9.5107e-04 	 MSE : 2.5276e-01
Epoch 288, 50% 	 Loss : 6.1313e-01 	 Res : 1.2855e-03 	 MSE : 3.4117e-01
Epoch 288, 75% 	 Loss : 6.3777e-01 	 Res : 1.7337e-03 	 MSE : 3.5187e-01
Training Epoch 288 : 	 Train : 6.14284e-01 	 Res : 1.24108e-03 	 MSE : 2.87835e-01
Validation Epoch 288 : 	 Train : 5.98751e-01 	 Res : 7.18525e-04 	 MSE : 1.86837e-01
Training Epoch 288 finished, took current epoch 50.25s, cumulative time 15162.60s
Epoch 289, 25% 	 Loss : 6.0868e-01 	 Res : 1.0350e-03 	 MSE : 2.1894e-01
Epoch 289, 50% 	 Loss : 6.1633e-01 	 Res : 1.7496e-03 	 MSE : 3.0992e-01
Epoch 289, 75% 	 Loss : 6.1859e-01 	 Res : 1.5201e-03 	 MSE : 3.3918e-01
Training Epoch 289 : 	 Train : 6.15855e-01 	 Res : 1.49902e-03 	 MSE : 3.18017e-01
