Train Metrics
Epoch 0, 25% 	 Loss : 4.8200e+00 	 Res : 3.7218e+00 	 Jac : 9.8467e-02 	 Enc : 6.8557e-01 	 AEnc : 2.6680e-01 	 MSE : 4.7332e+01
Epoch 230, 75% 	 Loss : 2.7106e-02 	 Res : 4.3961e-03 	 Jac : 1.6235e-02 	 Enc : 3.4763e-03 	 AEnc : 2.3626e-03 	 MSE : 6.3606e-01
Training Epoch 230 : 	 Train : 2.65275e-02 	 Res : 4.39272e-03 	 Jac : 1.62169e-02 	 Enc : 3.47545e-03 	 AE : 1.67745e-03 	 MSE : 7.65004e-01
Validation Epoch 230 : 	 Train : 2.75933e-02 	 Res : 4.25254e-03 	 Jac : 1.60796e-02 	 Enc : 3.48558e-03 	 AE : 2.91304e-03 	 MSE : 8.62589e-01
Training Epoch 230 finished, took current epoch 505.76s, cumulative time 109104.01s
Current Learning rate DEQ : 9.886633714999992e-05
Current Learning rate AUTOENC : 0.00019773267429999984
Epoch 231, 25% 	 Loss : 2.7387e-02 	 Res : 4.7004e-03 	 Jac : 1.6198e-02 	 Enc : 3.4737e-03 	 AEnc : 1.7466e-03 	 MSE : 1.2684e+00
Epoch 231, 50% 	 Loss : 2.4879e-02 	 Res : 4.1449e-03 	 Jac : 1.6242e-02 	 Enc : 3.4754e-03 	 AEnc : 1.6864e-04 	 MSE : 8.4776e-01
Epoch 231, 75% 	 Loss : 2.4507e-02 	 Res : 4.0736e-03 	 Jac : 1.6164e-02 	 Enc : 3.4889e-03 	 AEnc : 1.0824e-04 	 MSE : 6.7261e-01
Training Epoch 231 : 	 Train : 2.61100e-02 	 Res : 4.63264e-03 	 Jac : 1.61795e-02 	 Enc : 3.47975e-03 	 AE : 5.45745e-04 	 MSE : 1.27236e+00
Validation Epoch 231 : 	 Train : 2.43625e-02 	 Res : 3.96191e-03 	 Jac : 1.61108e-02 	 Enc : 3.46155e-03 	 AE : 9.92742e-05 	 MSE : 7.28982e-01
Training Epoch 231 finished, took current epoch 490.61s, cumulative time 109594.60s
Current Learning rate DEQ : 9.886633714999992e-05
Current Learning rate AUTOENC : 0.00019773267429999984
Epoch 232, 25% 	 Loss : 2.5384e-02 	 Res : 4.5578e-03 	 Jac : 1.6061e-02 	 Enc : 3.4718e-03 	 AEnc : 1.1018e-04 	 MSE : 1.1839e+00
Epoch 232, 50% 	 Loss : 2.4317e-02 	 Res : 3.9906e-03 	 Jac : 1.6075e-02 	 Enc : 3.4795e-03 	 AEnc : 1.1094e-04 	 MSE : 6.6132e-01
Epoch 232, 75% 	 Loss : 2.4421e-02 	 Res : 4.0271e-03 	 Jac : 1.6182e-02 	 Enc : 3.4901e-03 	 AEnc : 1.2284e-04 	 MSE : 5.9881e-01
Training Epoch 232 : 	 Train : 2.46245e-02 	 Res : 4.13622e-03 	 Jac : 1.61199e-02 	 Enc : 3.47644e-03 	 AE : 1.16672e-04 	 MSE : 7.75244e-01
Validation Epoch 232 : 	 Train : 2.39820e-02 	 Res : 3.76562e-03 	 Jac : 1.62444e-02 	 Enc : 3.47160e-03 	 AE : 1.06031e-04 	 MSE : 3.94357e-01
Training Epoch 232 finished, took current epoch 498.91s, cumulative time 110093.47s
Current Learning rate DEQ : 9.886633714999992e-05
Current Learning rate AUTOENC : 0.00019773267429999984
MODEL SAVED
Epoch 233, 25% 	 Loss : 2.4666e-02 	 Res : 4.1204e-03 	 Jac : 1.6163e-02 	 Enc : 3.4884e-03 	 AEnc : 1.1058e-04 	 MSE : 7.8364e-01
Epoch 233, 50% 	 Loss : 2.4656e-02 	 Res : 4.2101e-03 	 Jac : 1.6117e-02 	 Enc : 3.4811e-03 	 AEnc : 1.2548e-04 	 MSE : 7.2308e-01
Epoch 233, 75% 	 Loss : 2.4519e-02 	 Res : 3.9971e-03 	 Jac : 1.6249e-02 	 Enc : 3.4618e-03 	 AEnc : 1.0098e-04 	 MSE : 7.1022e-01
Training Epoch 233 : 	 Train : 2.46290e-02 	 Res : 4.11726e-03 	 Jac : 1.61864e-02 	 Enc : 3.47539e-03 	 AE : 1.10237e-04 	 MSE : 7.39700e-01
Validation Epoch 233 : 	 Train : 2.56005e-02 	 Res : 4.55037e-03 	 Jac : 1.63528e-02 	 Enc : 3.45953e-03 	 AE : 1.01820e-04 	 MSE : 1.13592e+00
Training Epoch 233 finished, took current epoch 505.79s, cumulative time 110599.25s
Current Learning rate DEQ : 9.886633714999992e-05
Current Learning rate AUTOENC : 0.00019773267429999984
Epoch 234, 25% 	 Loss : 2.6580e-02 	 Res : 5.0487e-03 	 Jac : 1.6274e-02 	 Enc : 3.4744e-03 	 AEnc : 1.1043e-04 	 MSE : 1.6724e+00
Epoch 234, 50% 	 Loss : 2.5075e-02 	 Res : 4.3423e-03 	 Jac : 1.6351e-02 	 Enc : 3.4780e-03 	 AEnc : 1.2961e-04 	 MSE : 7.7436e-01
Epoch 234, 75% 	 Loss : 2.5114e-02 	 Res : 4.4835e-03 	 Jac : 1.6185e-02 	 Enc : 3.4851e-03 	 AEnc : 1.2721e-04 	 MSE : 8.3364e-01
Training Epoch 234 : 	 Train : 2.53773e-02 	 Res : 4.52396e-03 	 Jac : 1.62296e-02 	 Enc : 3.47604e-03 	 AE : 1.28527e-04 	 MSE : 1.01919e+00
Validation Epoch 234 : 	 Train : 2.38792e-02 	 Res : 3.74763e-03 	 Jac : 1.61684e-02 	 Enc : 3.48417e-03 	 AE : 1.44961e-04 	 MSE : 3.34036e-01
Training Epoch 234 finished, took current epoch 495.97s, cumulative time 111095.20s
Current Learning rate DEQ : 9.886633714999992e-05
Current Learning rate AUTOENC : 0.00019773267429999984
MODEL SAVED
Epoch 235, 25% 	 Loss : 2.5073e-02 	 Res : 4.4298e-03 	 Jac : 1.6256e-02 	 Enc : 3.4776e-03 	 AEnc : 1.1872e-04 	 MSE : 7.9040e-01
Epoch 235, 50% 	 Loss : 2.5028e-02 	 Res : 4.4907e-03 	 Jac : 1.6145e-02 	 Enc : 3.4743e-03 	 AEnc : 1.2378e-04 	 MSE : 7.9423e-01
Epoch 235, 75% 	 Loss : 2.5398e-02 	 Res : 4.5687e-03 	 Jac : 1.6160e-02 	 Enc : 3.4818e-03 	 AEnc : 4.1088e-04 	 MSE : 7.7682e-01
Training Epoch 235 : 	 Train : 2.54421e-02 	 Res : 4.57697e-03 	 Jac : 1.61830e-02 	 Enc : 3.48008e-03 	 AE : 2.73983e-04 	 MSE : 9.28063e-01
Validation Epoch 235 : 	 Train : 2.79725e-02 	 Res : 5.89881e-03 	 Jac : 1.62528e-02 	 Enc : 3.44855e-03 	 AE : 1.15936e-04 	 MSE : 2.25646e+00
Training Epoch 235 finished, took current epoch 506.42s, cumulative time 111601.59s
Current Learning rate DEQ : 9.886633714999992e-05
Current Learning rate AUTOENC : 0.00019773267429999984
Epoch 236, 25% 	 Loss : 2.4899e-02 	 Res : 4.3409e-03 	 Jac : 1.6115e-02 	 Enc : 3.4588e-03 	 AEnc : 1.3542e-04 	 MSE : 8.4919e-01
Epoch 236, 50% 	 Loss : 2.4804e-02 	 Res : 4.1273e-03 	 Jac : 1.6169e-02 	 Enc : 3.4784e-03 	 AEnc : 1.5475e-04 	 MSE : 8.7433e-01
Epoch 236, 75% 	 Loss : 2.5187e-02 	 Res : 4.3854e-03 	 Jac : 1.6071e-02 	 Enc : 3.4763e-03 	 AEnc : 1.8901e-04 	 MSE : 1.0652e+00
Training Epoch 236 : 	 Train : 2.48873e-02 	 Res : 4.25885e-03 	 Jac : 1.61240e-02 	 Enc : 3.47464e-03 	 AE : 1.54459e-04 	 MSE : 8.75351e-01
Validation Epoch 236 : 	 Train : 2.40664e-02 	 Res : 3.78268e-03 	 Jac : 1.60860e-02 	 Enc : 3.48611e-03 	 AE : 1.38026e-04 	 MSE : 5.73594e-01
Training Epoch 236 finished, took current epoch 491.77s, cumulative time 112093.36s
Current Learning rate DEQ : 9.886633714999992e-05
Current Learning rate AUTOENC : 0.00019773267429999984
Epoch 237, 25% 	 Loss : 2.4653e-02 	 Res : 4.0580e-03 	 Jac : 1.6310e-02 	 Enc : 3.4702e-03 	 AEnc : 1.3913e-04 	 MSE : 6.7527e-01
Epoch 237, 50% 	 Loss : 2.5548e-02 	 Res : 4.4995e-03 	 Jac : 1.6255e-02 	 Enc : 3.4779e-03 	 AEnc : 2.0770e-04 	 MSE : 1.1084e+00
Epoch 237, 75% 	 Loss : 2.5410e-02 	 Res : 4.4123e-03 	 Jac : 1.6279e-02 	 Enc : 3.4713e-03 	 AEnc : 1.7377e-04 	 MSE : 1.0738e+00
Training Epoch 237 : 	 Train : 2.67137e-02 	 Res : 5.08774e-03 	 Jac : 1.62466e-02 	 Enc : 3.48208e-03 	 AE : 1.64057e-04 	 MSE : 1.73322e+00
Validation Epoch 237 : 	 Train : 3.02792e-02 	 Res : 6.72477e-03 	 Jac : 1.59162e-02 	 Enc : 3.52974e-03 	 AE : 1.44831e-04 	 MSE : 3.96367e+00
Training Epoch 237 finished, took current epoch 489.26s, cumulative time 112582.60s
Current Learning rate DEQ : 9.886633714999992e-05
Current Learning rate AUTOENC : 0.00019773267429999984
Epoch 238, 25% 	 Loss : 2.7991e-02 	 Res : 5.6958e-03 	 Jac : 1.6189e-02 	 Enc : 3.4789e-03 	 AEnc : 1.2640e-04 	 MSE : 2.5007e+00
Epoch 238, 50% 	 Loss : 2.8439e-02 	 Res : 5.9587e-03 	 Jac : 1.6089e-02 	 Enc : 3.5030e-03 	 AEnc : 1.2159e-04 	 MSE : 2.7670e+00
Epoch 238, 75% 	 Loss : 2.8637e-02 	 Res : 6.1604e-03 	 Jac : 1.6064e-02 	 Enc : 3.4975e-03 	 AEnc : 1.2549e-04 	 MSE : 2.7893e+00
Training Epoch 238 : 	 Train : 2.74526e-02 	 Res : 5.50486e-03 	 Jac : 1.60980e-02 	 Enc : 3.48815e-03 	 AE : 1.23587e-04 	 MSE : 2.23803e+00
Validation Epoch 238 : 	 Train : 2.42474e-02 	 Res : 3.87131e-03 	 Jac : 1.60519e-02 	 Enc : 3.49089e-03 	 AE : 1.18442e-04 	 MSE : 7.14917e-01
Training Epoch 238 finished, took current epoch 478.83s, cumulative time 113061.41s
Current Learning rate DEQ : 9.886633714999992e-05
Current Learning rate AUTOENC : 0.00019773267429999984
Epoch 239, 25% 	 Loss : 2.4503e-02 	 Res : 4.0524e-03 	 Jac : 1.6163e-02 	 Enc : 3.4887e-03 	 AEnc : 1.1412e-04 	 MSE : 6.8493e-01
Epoch 239, 50% 	 Loss : 2.4429e-02 	 Res : 3.9808e-03 	 Jac : 1.6112e-02 	 Enc : 3.4766e-03 	 AEnc : 1.0232e-04 	 MSE : 7.5719e-01
Epoch 239, 75% 	 Loss : 2.4455e-02 	 Res : 4.0070e-03 	 Jac : 1.6168e-02 	 Enc : 3.4895e-03 	 AEnc : 1.0588e-04 	 MSE : 6.8421e-01
Training Epoch 239 : 	 Train : 2.44410e-02 	 Res : 4.00620e-03 	 Jac : 1.61354e-02 	 Enc : 3.47801e-03 	 AE : 1.06861e-04 	 MSE : 7.14522e-01
Validation Epoch 239 : 	 Train : 2.44305e-02 	 Res : 4.01222e-03 	 Jac : 1.62637e-02 	 Enc : 3.46925e-03 	 AE : 9.21887e-05 	 MSE : 5.93175e-01
Training Epoch 239 finished, took current epoch 497.43s, cumulative time 113558.83s
Current Learning rate DEQ : 9.886633714999992e-05
Current Learning rate AUTOENC : 0.00019773267429999984
Epoch 240, 25% 	 Loss : 2.6081e-02 	 Res : 4.8983e-03 	 Jac : 1.6054e-02 	 Enc : 3.5003e-03 	 AEnc : 1.3002e-04 	 MSE : 1.4990e+00
Epoch 240, 50% 	 Loss : 2.4097e-02 	 Res : 3.8652e-03 	 Jac : 1.6077e-02 	 Enc : 3.4690e-03 	 AEnc : 1.3665e-04 	 MSE : 5.4845e-01
Epoch 240, 75% 	 Loss : 2.3936e-02 	 Res : 3.8116e-03 	 Jac : 1.6108e-02 	 Enc : 3.4710e-03 	 AEnc : 1.1415e-04 	 MSE : 4.3102e-01
Training Epoch 240 : 	 Train : 2.46035e-02 	 Res : 4.15176e-03 	 Jac : 1.60487e-02 	 Enc : 3.47584e-03 	 AE : 1.21574e-04 	 MSE : 8.05726e-01
Validation Epoch 240 : 	 Train : 2.46418e-02 	 Res : 4.14709e-03 	 Jac : 1.61704e-02 	 Enc : 3.46143e-03 	 AE : 1.02847e-04 	 MSE : 7.59986e-01
Training Epoch 240 finished, took current epoch 502.52s, cumulative time 114061.34s
Current Learning rate DEQ : 9.886633714999992e-05
Current Learning rate AUTOENC : 0.00019773267429999984
Epoch 241, 25% 	 Loss : 2.4371e-02 	 Res : 3.9520e-03 	 Jac : 1.6125e-02 	 Enc : 3.4795e-03 	 AEnc : 1.1510e-04 	 MSE : 6.9889e-01
Epoch 241, 50% 	 Loss : 2.6102e-02 	 Res : 4.9068e-03 	 Jac : 1.6067e-02 	 Enc : 3.4841e-03 	 AEnc : 1.1456e-04 	 MSE : 1.5299e+00
Epoch 241, 75% 	 Loss : 2.4724e-02 	 Res : 4.1807e-03 	 Jac : 1.6094e-02 	 Enc : 3.4704e-03 	 AEnc : 1.1381e-04 	 MSE : 8.6492e-01
Training Epoch 241 : 	 Train : 2.52889e-02 	 Res : 4.48098e-03 	 Jac : 1.61069e-02 	 Enc : 3.47677e-03 	 AE : 1.25756e-04 	 MSE : 1.09846e+00
Validation Epoch 241 : 	 Train : 2.45678e-02 	 Res : 4.01120e-03 	 Jac : 1.62238e-02 	 Enc : 3.46261e-03 	 AE : 7.34057e-05 	 MSE : 7.96728e-01
Training Epoch 241 finished, took current epoch 493.29s, cumulative time 114554.61s
Current Learning rate DEQ : 9.886633714999992e-05
Current Learning rate AUTOENC : 0.00019773267429999984
Epoch 242, 25% 	 Loss : 2.5293e-02 	 Res : 4.5128e-03 	 Jac : 1.6178e-02 	 Enc : 3.4809e-03 	 AEnc : 1.3062e-04 	 MSE : 9.9022e-01
Epoch 242, 50% 	 Loss : 2.6437e-02 	 Res : 5.0754e-03 	 Jac : 1.6099e-02 	 Enc : 3.4750e-03 	 AEnc : 1.5254e-04 	 MSE : 1.6352e+00
Epoch 242, 75% 	 Loss : 2.4460e-02 	 Res : 4.0201e-03 	 Jac : 1.6102e-02 	 Enc : 3.4740e-03 	 AEnc : 1.2668e-04 	 MSE : 7.3687e-01
Training Epoch 242 : 	 Train : 2.58836e-02 	 Res : 4.77759e-03 	 Jac : 1.61017e-02 	 Enc : 3.47479e-03 	 AE : 1.69347e-04 	 MSE : 1.36019e+00
Validation Epoch 242 : 	 Train : 2.48753e-02 	 Res : 4.23214e-03 	 Jac : 1.61010e-02 	 Enc : 3.45361e-03 	 AE : 7.75983e-05 	 MSE : 1.01095e+00
Training Epoch 242 finished, took current epoch 496.24s, cumulative time 115050.83s
Current Learning rate DEQ : 9.886633714999992e-05
Current Learning rate AUTOENC : 0.00019773267429999984
Epoch 243, 25% 	 Loss : 3.3276e-02 	 Res : 5.9929e-03 	 Jac : 1.6196e-02 	 Enc : 3.4688e-03 	 AEnc : 5.6489e-03 	 MSE : 1.9700e+00
Epoch 243, 50% 	 Loss : 2.6511e-02 	 Res : 4.1567e-03 	 Jac : 1.6089e-02 	 Enc : 3.4709e-03 	 AEnc : 2.2339e-03 	 MSE : 5.6108e-01
Epoch 243, 75% 	 Loss : 2.4307e-02 	 Res : 3.7478e-03 	 Jac : 1.6080e-02 	 Enc : 3.4884e-03 	 AEnc : 5.5531e-04 	 MSE : 4.3577e-01
Training Epoch 243 : 	 Train : 2.72023e-02 	 Res : 4.48693e-03 	 Jac : 1.61370e-02 	 Enc : 3.47638e-03 	 AE : 2.18798e-03 	 MSE : 9.14044e-01
Validation Epoch 243 : 	 Train : 2.51864e-02 	 Res : 4.44198e-03 	 Jac : 1.60949e-02 	 Enc : 3.49924e-03 	 AE : 1.26054e-04 	 MSE : 1.02421e+00
Training Epoch 243 finished, took current epoch 497.20s, cumulative time 115548.02s
Current Learning rate DEQ : 9.886633714999992e-05
Current Learning rate AUTOENC : 0.00019773267429999984
Epoch 244, 25% 	 Loss : 2.5949e-02 	 Res : 4.8329e-03 	 Jac : 1.6056e-02 	 Enc : 3.4866e-03 	 AEnc : 1.1732e-04 	 MSE : 1.4561e+00
Epoch 244, 50% 	 Loss : 2.5600e-02 	 Res : 4.6214e-03 	 Jac : 1.6170e-02 	 Enc : 3.4661e-03 	 AEnc : 1.1467e-04 	 MSE : 1.2281e+00
Epoch 244, 75% 	 Loss : 2.4946e-02 	 Res : 4.2868e-03 	 Jac : 1.6150e-02 	 Enc : 3.4686e-03 	 AEnc : 1.1103e-04 	 MSE : 9.3019e-01
Training Epoch 244 : 	 Train : 2.55352e-02 	 Res : 4.58832e-03 	 Jac : 1.61478e-02 	 Enc : 3.47842e-03 	 AE : 1.15842e-04 	 MSE : 1.20478e+00
Validation Epoch 244 : 	 Train : 2.61968e-02 	 Res : 4.85307e-03 	 Jac : 1.61768e-02 	 Enc : 3.45719e-03 	 AE : 9.76426e-05 	 MSE : 1.61210e+00
Training Epoch 244 finished, took current epoch 501.98s, cumulative time 116049.99s
Current Learning rate DEQ : 9.886633714999992e-05
Current Learning rate AUTOENC : 0.00019773267429999984
Epoch 245, 25% 	 Loss : 2.5098e-02 	 Res : 4.3216e-03 	 Jac : 1.6187e-02 	 Enc : 3.4739e-03 	 AEnc : 1.0620e-04 	 MSE : 1.0098e+00
Epoch 245, 50% 	 Loss : 2.7072e-02 	 Res : 5.6087e-03 	 Jac : 1.6141e-02 	 Enc : 3.4755e-03 	 AEnc : 1.3830e-04 	 MSE : 1.7085e+00
Epoch 245, 75% 	 Loss : 2.5729e-02 	 Res : 4.6918e-03 	 Jac : 1.6085e-02 	 Enc : 3.4670e-03 	 AEnc : 9.9114e-05 	 MSE : 1.3860e+00
Training Epoch 245 : 	 Train : 2.60140e-02 	 Res : 4.87940e-03 	 Jac : 1.61189e-02 	 Enc : 3.47332e-03 	 AE : 1.13672e-04 	 MSE : 1.42876e+00
Validation Epoch 245 : 	 Train : 2.48627e-02 	 Res : 4.23564e-03 	 Jac : 1.59830e-02 	 Enc : 3.44983e-03 	 AE : 1.06794e-04 	 MSE : 1.08747e+00
Training Epoch 245 finished, took current epoch 477.24s, cumulative time 116527.18s
Current Learning rate DEQ : 6.920643600499994e-05
Current Learning rate AUTOENC : 0.00013841287200999988
Epoch 246, 25% 	 Loss : 2.4617e-02 	 Res : 4.0579e-03 	 Jac : 1.6227e-02 	 Enc : 3.4778e-03 	 AEnc : 1.0770e-04 	 MSE : 7.4629e-01
Epoch 246, 50% 	 Loss : 2.4543e-02 	 Res : 4.0217e-03 	 Jac : 1.6092e-02 	 Enc : 3.4776e-03 	 AEnc : 1.0513e-04 	 MSE : 8.4643e-01
Epoch 246, 75% 	 Loss : 2.4959e-02 	 Res : 4.2703e-03 	 Jac : 1.6159e-02 	 Enc : 3.4699e-03 	 AEnc : 1.0587e-04 	 MSE : 9.5410e-01
Training Epoch 246 : 	 Train : 2.47415e-02 	 Res : 4.16124e-03 	 Jac : 1.61690e-02 	 Enc : 3.47102e-03 	 AE : 1.43333e-04 	 MSE : 7.96951e-01
Validation Epoch 246 : 	 Train : 2.46023e-02 	 Res : 4.08055e-03 	 Jac : 1.61624e-02 	 Enc : 3.45362e-03 	 AE : 3.63486e-04 	 MSE : 5.42277e-01
Training Epoch 246 finished, took current epoch 495.93s, cumulative time 117023.10s
Current Learning rate DEQ : 6.920643600499994e-05
Current Learning rate AUTOENC : 0.00013841287200999988
Epoch 247, 25% 	 Loss : 2.3850e-02 	 Res : 3.7580e-03 	 Jac : 1.6107e-02 	 Enc : 3.4527e-03 	 AEnc : 1.9133e-04 	 MSE : 3.4047e-01
Epoch 247, 50% 	 Loss : 2.3855e-02 	 Res : 3.6650e-03 	 Jac : 1.6248e-02 	 Enc : 3.4658e-03 	 AEnc : 1.1109e-04 	 MSE : 3.6539e-01
Epoch 247, 75% 	 Loss : 2.4391e-02 	 Res : 3.9838e-03 	 Jac : 1.6129e-02 	 Enc : 3.4844e-03 	 AEnc : 1.1752e-04 	 MSE : 6.7627e-01
Training Epoch 247 : 	 Train : 2.42593e-02 	 Res : 3.91143e-03 	 Jac : 1.61464e-02 	 Enc : 3.46805e-03 	 AE : 1.32009e-04 	 MSE : 6.01454e-01
Validation Epoch 247 : 	 Train : 2.39202e-02 	 Res : 3.74330e-03 	 Jac : 1.61139e-02 	 Enc : 3.45603e-03 	 AE : 7.86580e-05 	 MSE : 5.28309e-01
Training Epoch 247 finished, took current epoch 489.87s, cumulative time 117512.94s
Current Learning rate DEQ : 6.920643600499994e-05
Current Learning rate AUTOENC : 0.00013841287200999988
MODEL SAVED
Epoch 248, 25% 	 Loss : 2.6045e-02 	 Res : 4.7523e-03 	 Jac : 1.6167e-02 	 Enc : 3.4656e-03 	 AEnc : 8.8858e-05 	 MSE : 1.5705e+00
Epoch 248, 50% 	 Loss : 2.6117e-02 	 Res : 4.9188e-03 	 Jac : 1.6091e-02 	 Enc : 3.4580e-03 	 AEnc : 1.0506e-04 	 MSE : 1.5444e+00
Epoch 248, 75% 	 Loss : 2.5504e-02 	 Res : 4.5530e-03 	 Jac : 1.6124e-02 	 Enc : 3.4810e-03 	 AEnc : 1.0159e-04 	 MSE : 1.2447e+00
Training Epoch 248 : 	 Train : 2.54422e-02 	 Res : 4.51307e-03 	 Jac : 1.61278e-02 	 Enc : 3.46908e-03 	 AE : 9.94096e-05 	 MSE : 1.23280e+00
Validation Epoch 248 : 	 Train : 2.36508e-02 	 Res : 3.61742e-03 	 Jac : 1.60651e-02 	 Enc : 3.46262e-03 	 AE : 8.65381e-05 	 MSE : 4.19060e-01
Training Epoch 248 finished, took current epoch 492.18s, cumulative time 118005.10s
Current Learning rate DEQ : 6.920643600499994e-05
Current Learning rate AUTOENC : 0.00013841287200999988
MODEL SAVED
Epoch 249, 25% 	 Loss : 2.3784e-02 	 Res : 3.7374e-03 	 Jac : 1.6121e-02 	 Enc : 3.4682e-03 	 AEnc : 1.0571e-04 	 MSE : 3.5199e-01
Epoch 249, 50% 	 Loss : 2.4816e-02 	 Res : 4.1211e-03 	 Jac : 1.6246e-02 	 Enc : 3.4544e-03 	 AEnc : 1.0496e-04 	 MSE : 8.8975e-01
Epoch 249, 75% 	 Loss : 2.3890e-02 	 Res : 3.7564e-03 	 Jac : 1.6118e-02 	 Enc : 3.4820e-03 	 AEnc : 1.2493e-04 	 MSE : 4.0839e-01
Training Epoch 249 : 	 Train : 2.41621e-02 	 Res : 3.87539e-03 	 Jac : 1.61468e-02 	 Enc : 3.46683e-03 	 AE : 1.20609e-04 	 MSE : 5.52450e-01
Validation Epoch 249 : 	 Train : 2.42564e-02 	 Res : 3.99940e-03 	 Jac : 1.61352e-02 	 Enc : 3.48595e-03 	 AE : 1.14735e-04 	 MSE : 5.21179e-01
Training Epoch 249 finished, took current epoch 504.44s, cumulative time 118509.51s
Current Learning rate DEQ : 6.920643600499994e-05
Current Learning rate AUTOENC : 0.00013841287200999988
Epoch 250, 25% 	 Loss : 2.4133e-02 	 Res : 3.8788e-03 	 Jac : 1.6119e-02 	 Enc : 3.4581e-03 	 AEnc : 1.0737e-04 	 MSE : 5.7033e-01
Epoch 250, 50% 	 Loss : 2.4694e-02 	 Res : 4.1704e-03 	 Jac : 1.6196e-02 	 Enc : 3.4542e-03 	 AEnc : 2.9433e-04 	 MSE : 5.7956e-01
Epoch 250, 75% 	 Loss : 2.5046e-02 	 Res : 4.2596e-03 	 Jac : 1.6245e-02 	 Enc : 3.4751e-03 	 AEnc : 2.5484e-04 	 MSE : 8.1129e-01
Training Epoch 250 : 	 Train : 2.61070e-02 	 Res : 4.84864e-03 	 Jac : 1.62058e-02 	 Enc : 3.46191e-03 	 AE : 2.00685e-04 	 MSE : 1.38991e+00
Validation Epoch 250 : 	 Train : 2.61513e-02 	 Res : 4.84755e-03 	 Jac : 1.59667e-02 	 Enc : 3.49478e-03 	 AE : 1.31950e-04 	 MSE : 1.71036e+00
Training Epoch 250 finished, took current epoch 509.68s, cumulative time 119019.18s
Current Learning rate DEQ : 6.920643600499994e-05
Current Learning rate AUTOENC : 0.00013841287200999988
Epoch 251, 25% 	 Loss : 2.4924e-02 	 Res : 4.1925e-03 	 Jac : 1.6069e-02 	 Enc : 3.4658e-03 	 AEnc : 3.5996e-04 	 MSE : 8.3612e-01
Epoch 251, 50% 	 Loss : 2.3796e-02 	 Res : 3.7040e-03 	 Jac : 1.6161e-02 	 Enc : 3.4642e-03 	 AEnc : 1.3627e-04 	 MSE : 3.3086e-01
Epoch 251, 75% 	 Loss : 2.4641e-02 	 Res : 4.1023e-03 	 Jac : 1.6163e-02 	 Enc : 3.4427e-03 	 AEnc : 1.2409e-04 	 MSE : 8.0820e-01
Training Epoch 251 : 	 Train : 2.43548e-02 	 Res : 3.95107e-03 	 Jac : 1.61483e-02 	 Enc : 3.46050e-03 	 AE : 1.86629e-04 	 MSE : 6.08228e-01
Validation Epoch 251 : 	 Train : 2.37666e-02 	 Res : 3.66661e-03 	 Jac : 1.61763e-02 	 Enc : 3.46236e-03 	 AE : 1.59074e-04 	 MSE : 3.02244e-01
Training Epoch 251 finished, took current epoch 495.90s, cumulative time 119515.07s
Current Learning rate DEQ : 6.920643600499994e-05
Current Learning rate AUTOENC : 0.00013841287200999988
Epoch 252, 25% 	 Loss : 2.4992e-02 	 Res : 3.9649e-03 	 Jac : 1.6159e-02 	 Enc : 3.4614e-03 	 AEnc : 8.9797e-04 	 MSE : 5.0881e-01
Epoch 252, 50% 	 Loss : 2.3897e-02 	 Res : 3.7573e-03 	 Jac : 1.6043e-02 	 Enc : 3.4560e-03 	 AEnc : 1.8129e-04 	 MSE : 4.5990e-01
Epoch 252, 75% 	 Loss : 2.3936e-02 	 Res : 3.7846e-03 	 Jac : 1.6016e-02 	 Enc : 3.4539e-03 	 AEnc : 1.0714e-04 	 MSE : 5.7465e-01
Training Epoch 252 : 	 Train : 2.41935e-02 	 Res : 3.82203e-03 	 Jac : 1.60921e-02 	 Enc : 3.45916e-03 	 AE : 3.31373e-04 	 MSE : 4.88858e-01
Validation Epoch 252 : 	 Train : 2.42531e-02 	 Res : 3.91229e-03 	 Jac : 1.60809e-02 	 Enc : 3.47807e-03 	 AE : 1.16840e-04 	 MSE : 6.65048e-01
Training Epoch 252 finished, took current epoch 501.62s, cumulative time 120016.66s
Current Learning rate DEQ : 6.920643600499994e-05
Current Learning rate AUTOENC : 0.00013841287200999988
Epoch 253, 25% 	 Loss : 2.4232e-02 	 Res : 3.8746e-03 	 Jac : 1.6165e-02 	 Enc : 3.4585e-03 	 AEnc : 1.8096e-04 	 MSE : 5.5355e-01
Epoch 253, 50% 	 Loss : 2.4098e-02 	 Res : 3.7941e-03 	 Jac : 1.6261e-02 	 Enc : 3.4654e-03 	 AEnc : 1.2104e-04 	 MSE : 4.5613e-01
Epoch 253, 75% 	 Loss : 2.4289e-02 	 Res : 3.9079e-03 	 Jac : 1.6196e-02 	 Enc : 3.4368e-03 	 AEnc : 1.3773e-04 	 MSE : 6.1071e-01
Training Epoch 253 : 	 Train : 2.41605e-02 	 Res : 3.84453e-03 	 Jac : 1.61870e-02 	 Enc : 3.45448e-03 	 AE : 1.41370e-04 	 MSE : 5.33077e-01
Validation Epoch 253 : 	 Train : 2.39636e-02 	 Res : 3.78357e-03 	 Jac : 1.61732e-02 	 Enc : 3.44909e-03 	 AE : 9.38655e-05 	 MSE : 4.63881e-01
Training Epoch 253 finished, took current epoch 498.31s, cumulative time 120514.92s
Current Learning rate DEQ : 6.920643600499994e-05
Current Learning rate AUTOENC : 0.00013841287200999988
